0.02,0
0.04,0
0.3081767,0
0.4178838,0
0.4636502,0
0.4907436,0
0.5152611,0
0.548427,0
0.5726006,0
0.5974641,0
0.6219754,0
0.6554731,0
0.6845603,0
0.7140291,0
0.7384278,0
0.7651851,0
0.7906001,0
0.8145118,0
0.8383232,0
0.8621547,0
0.8857075,0
0.9099818,0
0.9525757,0
0.9791321,0
1.003746,0
1.03927,0
1.071272,0
1.098133,0
1.126085,0
1.156448,0
1.227594,0
1.256957,0
1.294773,0
1.327516,0
1.356553,0
1.401721,0
1.431472,0
1.469693,0
1.494824,0
1.529631,0
1.554032,0
1.578866,0
1.6036,0
1.627406,0
1.650915,0
1.678169,0
1.705326,0
1.732677,0
1.788888,0
1.832784,0
1.879778,0
2.118462,0
2.153158,0
2.181155,0
2.222997,0
2.248184,0
2.273749,0
2.297838,0
2.323981,0
2.355289,0
2.381839,0
2.407452,0
2.434593,0
2.464936,0
2.48961,0
2.527825,0
2.558532,0
2.585407,0
2.616187,0
2.64464,0
2.671755,0
2.697178,0
2.733788,0
2.759419,0
2.845765,0
2.930814,0
2.980949,0
3.009894,0
3.03587,0
3.06742,0
3.097439,0
3.128875,0
3.159334,0
3.185156,0
3.224248,0
3.251555,0
3.277351,0
3.303426,0
3.328754,0
3.360796,0
3.386912,0
3.415047,0
3.441809,0
3.47463,0
3.501001,0
3.532295,0
3.564128,0
3.590055,0
3.620822,0
3.650836,0
3.676455,0
3.880772,0
3.914157,0
3.962262,0
3.990628,0
4.019532,0
4.071487,0
4.129475,0
4.178017,0
4.232866,0
4.263431,0
4.291525,0
4.316645,0
4.34229,0
4.367766,0
4.400229,0
4.481942,0
4.509878,0
4.545509,0
4.614999,0
4.650433,0
4.6954,0
4.720537,0
4.748501,0
4.77682,0
4.803883,0
4.829518,0
4.917769,0
4.972001,0
5.009017,0
5.040611,0
5.068803,0
5.102331,0
5.12938,0
5.184994,0
5.254665,0
5.340093,0
5.399926,0
5.433921,0
5.468275,0
5.496875,0
5.528673,0
5.5763,0
5.6027,0
5.631307,0
5.65635,0
5.701605,0
5.732016,0
5.763836,0
5.800626,0
5.836609,0
5.97715,0
6.009755,0
6.038102,0
6.066761,0
6.098698,0
6.132868,0
6.162269,0
6.19686,0
6.241632,0
6.270944,0
6.29581,0
6.322382,0
6.352623,0
6.383501,0
6.427848,0
6.502376,0
6.594231,0
6.631877,0
6.769201,0
6.803699,0
6.838645,0
6.865718,0
6.893266,0
6.920472,0
6.968964,0
7.002491,0
7.10068,0
7.136168,0
7.182567,0
7.225663,0
7.256686,0
7.290564,0
7.328481,0
7.358815,0
7.386199,0
7.41421,0
7.457468,0
7.487956,0
7.518437,0
7.551316,0
7.583377,0
7.618499,0
7.65401,0
7.684101,0
7.714195,0
7.809863,0
7.844973,0
7.875079,0
7.908829,0
7.943293,0
7.982781,0
8.018106,0
8.138061,0
8.175019,0
8.20602,0
8.248725,0
8.285271,0
8.336983,0
8.375181,0
8.413952,0
8.459955,0
8.486668,0
8.537767,0
8.565627,0
8.594954,0
8.622473,0
8.658096,0
8.689261,0
8.729104,0
8.756108,0
8.782635,0
8.810625,0
8.844705,0
8.889477,0
8.95496,0
8.99179,0
9.020842,0
9.049933,0
9.083802,0
9.194027,0
9.232678,0
9.268538,0
9.296595,0
9.324572,0
9.350776,0
9.383064,0
9.413293,0
9.440606,0
9.473889,0
9.505845,0
9.538218,0
9.606622,0
9.648213,0
9.693199,0
9.731114,0
9.773328,0
9.80344,0
9.834668,0
9.862064,0
9.89925,0
9.980794,0
10.00804,0
10.05265,0
10.09196,0
10.12341,0
10.16335,0
10.25448,0
10.29577,0
10.33554,0
10.37053,0
10.40942,0
10.49843,0
10.53316,0
10.56624,0
10.60717,0
10.67178,0
10.70188,0
10.72828,0
10.75612,0
10.78681,0
10.81753,0
10.84722,0
10.88842,0
10.99534,0
11.03292,0
11.07338,0
11.1078,0
11.13909,0
11.1684,0
11.19712,0
11.23074,0
11.2675,0
